행정동,자치구,행정동코드,level_외출커뮤적은,level_이동횟수,level_배달식재료,level_독거비율,level_인프라,level_인구,delta_외출커뮤적은,delta_이동횟수,delta_배달식재료,delta_독거비율,infra_slope,infra_delta,infra_recent,전이확률
청구동,중구,1102072,-0.30354075864832786,0.39732783607937244,-0.0804929646997354,0.07628608038135382,-0.395458064291612,-0.46623239423552926,-0.13735977352369413,0.1322236546133205,-0.04772648428305857,-0.008820792567814158,-0.03393956375246684,0.006489357264684832,-0.6861163177870292,0.0056
가양3동,강서구,1116066,-0.4191987818669477,-0.19367056752728043,0.18485256309797665,0.09793479517479226,-0.41100240740992766,-0.1835189322236232,-0.09188758547356339,0.04878183240975341,0.05864802536539898,0.07819650950438965,0.004390150692087206,0.011014023160409137,-0.7313828351254171,0.0056
둔촌2동,강동구,1125071,-0.013636487005809621,-0.2967313189631919,-0.03180944153184285,0.04454452336020409,-0.42020644671560303,0.12168114526397596,-0.14099073905870088,0.026495668902087266,0.06443862503820323,-0.043437443813936064,-0.033714025913187264,0.006168708906071859,-0.839742069596553,0.0056
방학3동,도봉구,1110057,-0.009264035726946618,-0.30499863745871064,-0.017295230856318723,-0.20151329086141334,-0.37621373562685145,0.22222093719371422,-0.1436898345229421,0.05045060564359895,-0.02808575392017509,-0.09381464016702593,0.04091931008668841,0.0031986731404621974,-0.6855096524950129,0.0056
쌍문1동,도봉구,1110051,-0.3085534908098775,-0.04357611087629027,0.1139252187746108,0.07262040773903534,-0.45282045088244166,-0.06796700934617908,-0.15935122985124797,0.050447769639998516,-0.03318100244406407,0.08570875804802268,-0.026572283203187674,0.007071056564604264,-0.8020414057106755,0.0055
마천1동,송파구,1124055,-0.2879292535323233,-0.2940709807438119,-0.011627686713804573,0.2101991740861899,-0.40935340905849504,0.028771129131520263,0.09939917891965096,0.05627855592357209,-0.033593529125572175,-0.08704449519928978,0.0013179554834593379,-0.07142183170128408,-0.7710615207523552,0.0055
난향동,관악구,1121071,-0.3687815538198166,-0.2801472358847602,0.16147491500544223,0.05478318198240173,-0.3515946600439949,-0.42799888702869,-0.08688651686024597,0.05509815415328841,0.27069170458618386,0.05931824779547124,0.007263233462231323,-0.005688443951625974,-0.6843942124314479,0.0054
중계본동,노원구,1111060,-0.28151440045467413,-0.3691946722404426,-0.03712903472210668,-0.15685068293046425,-0.3592265672682392,0.22735134581497304,0.32188429627712684,0.022713553451135952,-0.113729022335027,-0.1151405115451403,0.024849913894502935,-0.060849980576136053,-0.713775393962217,0.0053
답십리1동,동대문구,1106091,-0.24321875261856693,-0.007418983884310416,0.01869188601059074,0.03675641676266833,-0.4176318535967749,0.03149582453003296,-0.19906305314591616,0.0060063731373754285,-0.04558120958074036,-0.031612386182258444,-0.03504018791117093,0.02480154293112581,-0.7392589831393905,0.0053
하계1동,노원구,1111058,-0.2533258521390325,-0.29135030287010927,-0.04939669765314996,0.1260329832802194,-0.45197823668682036,0.13696234106855865,-0.12236365786225883,0.055568074980608284,-0.06748917008311549,0.07989384794557487,0.026353885545971064,0.019526221604795828,-0.8433613939637398,0.0052
번3동,강북구,1109062,-0.2815510461402836,-0.01715657282238896,0.0018946226425942355,0.04311764273192477,-0.40836873587078915,-0.13128293385995296,0.019299538484202714,0.05115825058296232,-0.07143149654281566,-0.02732214833390161,0.0018341665503786874,-0.07679128451254041,-0.7240155081646669,0.0052
목4동,양천구,1115054,0.07202063949932988,-0.29540926364724585,-0.011526767464055942,-0.21888518216554365,-0.4168503435598361,0.042317827438301606,-0.09389243665498621,0.05053621364346857,0.061234616809950036,-0.08373014803978016,-0.02503861755537969,-0.0015087037722069012,-0.7124014552970852,0.0052
신사2동,은평구,1112066,-0.29503923418305816,-0.2692230555639421,0.0013278260020319226,0.08021775843826906,-0.4190440210008551,-0.05377424953549033,0.042532665904680314,0.05627855592357209,-0.06484699389146042,0.0868772294107746,-0.033201515301952145,0.03630768576161796,-0.798012062294292,0.0052
일원1동,강남구,1123073,-0.3244497900416472,-0.2683952972227531,0.03009650085939595,0.12210748253059142,-0.3516189530172525,-0.12747506454453347,-0.13541395104695123,0.055568074980608284,-0.021360858975465642,0.06522328854963215,0.004259333347480884,-0.012637441957090316,-0.6542413274979723,0.0052
월계1동,노원구,1111051,-0.270523068092534,-0.02606165199635511,-0.051050925512121544,0.04544896174824456,-0.4395625245498545,-0.06725974113481238,-0.13632751707659968,0.05627855592357209,-0.032099089989386084,0.0636820915017829,-0.020259703372250987,0.002800086611124954,-0.758076927685392,0.0052
평창동,종로구,1101056,-0.38282094930499627,-0.2947058068389199,0.1527667078080511,-0.22458584236939905,-0.31647299061828726,-0.13432729976150112,-0.10987096215589456,0.022713553451135952,0.2731152278373603,-0.10424161390751513,-0.0012193540161046681,0.026676014865363133,-0.5795078397388469,0.005
남현동,관악구,1121063,-0.27593594577245306,-0.25207490620379436,0.00222997185817048,0.090045464273178,-0.3398598134400571,-0.32367302934973424,-0.07656636683374385,0.05438767321032461,0.18051642030701073,-0.03322368330534849,0.0006002637348386574,0.004966616482514757,-0.7242700898330847,0.0049
풍납1동,송파구,1124051,-0.4089155277844685,-0.2689851476300924,0.16784296053872508,0.200603092976831,-0.3716760838580262,-0.0645619095749504,-0.16821428744247963,0.004818578391951686,0.059905227661631186,-0.0812024120036348,-0.02737890507179731,0.008518111000639232,-0.7306156985331923,0.0049
개포2동,강남구,1123080,-0.27926487182740756,-0.2831003528229012,-0.04150544288771083,-0.20289446058337463,-0.33239784184954874,0.23264461557233088,-0.17103565665057016,0.022003072508172142,-0.037720156918344176,0.02385227421391576,0.03434830106889995,-0.011097255525738006,-0.6360595703762439,0.0049
신대방2동,동작구,1120070,-0.36776122764681285,-0.03937047554799659,0.16374497123395834,0.04308900352143141,-0.4208453873816219,-0.13849455848412467,-0.11531606595876899,0.051721172385291864,-0.02419003008329547,-0.09703222309434112,-0.0010170878374986733,-0.010288039862522934,-0.7354335995430462,0.0049
거여2동,송파구,1124054,-0.27811473079574345,-0.2795993771229779,0.005837043759924235,0.020154778146198118,-0.4263195448068312,0.016954991891956473,-0.178545167764844,0.05438028023518454,0.060904566875568264,0.07056373679752646,-0.0006504118378557317,-0.012536438068477845,-0.7660538326022438,0.0048
성수1가1동,성동구,1104065,-0.36826719972885524,-0.2641269717057366,0.16374497123395834,0.042507062985502414,-0.3903490278378646,-0.13712160790637773,0.04124014602485897,0.05627855592357209,-0.006644198619489466,-0.0651832681183162,0.009541842863064753,-0.0539808362902337,-0.7564947677543605,0.0047
휘경2동,동대문구,1106073,-0.03445692568913629,-0.29077112591809884,-0.02898686315185202,-0.19503020398167364,-0.3840742637136651,-0.07298530563902668,-0.06484488081631154,0.046040781245953,-0.06010197279538458,0.06999036137505406,0.010549057897310823,-0.004998289556151185,-0.7109497553368705,0.0047
위례동,송파구,1124082,-0.29829819647059486,-0.28488661921197134,0.0029820538610035017,0.13588095326474883,-0.4051488797472641,0.048373713638389944,-0.08309613372652981,0.02783102278814529,-0.04410735556565009,0.012211404998403085,0.00104824937990374,-0.009683876244977388,-0.8315191873573758,0.0047
목2동,양천구,1115052,-0.26302141781565813,-0.29135030287010927,-0.037562985129120104,-0.17617727297724464,-0.41092859292809936,0.15075596036668235,-0.13049104747431647,0.051161086586562765,-0.02954010346196502,0.0875340539566171,-0.027403062288242807,0.0046543257366987775,-0.6511536892319418,0.0047
수색동,은평구,1112068,-0.37786281192936966,-0.28799375281148787,0.16374497123395834,0.12354615539573334,-0.354769722722368,-0.11391939803355733,-0.17158013326908092,0.02712054184518147,-0.06104702036943824,0.05817341063915512,0.007263233462231323,-0.005688443951625974,-0.7406110160336108,0.0047
홍은1동,서대문구,1113066,-0.2847876689591403,-0.27824354896404957,-0.04939669765314996,0.12298348232758044,-0.4503542040800612,0.034084657058244455,-0.11519320571119243,0.05627855592357209,-0.0274180076883898,0.07757294212993139,0.004552202118295342,0.013580575146476358,-0.8234861118134448,0.0047
창4동,도봉구,1110062,-0.27304481772302314,-0.2906219190351869,-0.047309260914444706,-0.17433623278975305,-0.39878550864880163,0.17268240209082233,-0.09302570381793421,0.046040781245953,-0.057459796603729525,0.02301056790308793,0.03835021803074183,-0.00810517477953146,-0.658173365568348,0.0047
보라매동,관악구,1121052,-0.2640696508823642,-0.02964151540210888,-0.06499743374614285,0.04169499286523269,-0.44366706400390443,0.023556951250345685,-0.10666045874181991,0.006716854080339233,-0.04027914344576524,-0.0755687753417327,-0.008412429979661303,-0.013779916786797542,-0.7654946312692064,0.0046
방배3동,서초구,1122064,-0.03119758750313086,-0.29630631616542025,-0.020259344956553883,-0.20416376236260567,-0.36211099503255195,0.028522225224334646,-0.059457966585330965,0.022713553451135952,-0.02808575392017509,-0.10661177960139717,0.005409775934626711,-0.003652239008728681,-0.6931986285914143,0.0046
상봉1동,중랑구,1107059,-0.3796829739863683,-0.27431535894208847,0.15857744436447968,-0.22550185982595328,-0.42050290521442035,0.031271331459960805,-0.0840517815427346,0.051161086586562765,-0.02163104355587439,0.06289901122462767,0.009244040495496916,-0.010101317650279946,-0.6728959951091582,0.0045
개포4동,강남구,1123071,-0.31852249965244306,-0.28799375281148787,0.02724194621739469,0.12975564173493276,-0.42135905633584864,-0.05932298558672842,-0.18236541760888733,0.054943202037514086,0.06209951028729304,0.06696988686905594,0.00448887012482839,-0.012536438068477845,-0.8283781975228088,0.0045
전농2동,동대문구,1106084,-0.3191414487314711,-0.2835477023211963,0.1139252187746108,0.12690995771335334,-0.4149660377136426,-0.10298436004497048,-0.07498071729251017,0.050447769639998516,-0.005978828956324729,-0.04210229633668035,0.0007754586830666432,0.00596996802965963,-0.854771863193762,0.0044
오류1동,구로구,1117067,-0.29092079553980044,-0.2786547325465978,0.007342660464982767,0.04610766683962128,-0.4133120894556776,-0.06826367065277383,-0.08450042390768199,0.05627855592357209,-0.019084003109062886,0.03329064322036829,0.00034065062426278433,-0.005786529807899438,-0.7869134978411234,0.0044
신월5동,양천구,1115061,-0.30787924255071886,-0.029620271700558296,-0.05020051292281834,0.05371153493690564,-0.4114232821097861,-0.16895045533644265,-0.1611737307441485,0.04997045583753859,0.05741842798629677,-0.09703222309434112,0.005662317851805556,0.017882176311340862,-0.7624654867562481,0.0044
신대방1동,동작구,1120069,-0.27141385522754113,-0.23550934542830612,-0.037562985129120104,-0.11166593749473622,-0.39075254576978435,0.1767106617351655,-0.1592290178872535,0.04533030030298918,-0.06010197279538458,-0.09381464016702593,0.03835021803074183,-0.006759124232108955,-0.6932355503735622,0.0044
응암2동,은평구,1112060,-0.3046547602617933,-0.2949872837416,-0.038933597039350794,-0.1740729730579251,-0.4036808256619391,-0.029664493459485214,-0.11349573261664736,0.04997329184113902,0.06466276248057588,0.09761475026265114,0.06792918102465866,-0.0008562629917032002,-0.7290513672999286,0.0043
목3동,양천구,1115053,-0.29074078696187367,-0.25032954229218785,-0.053349291192383734,0.07427642954581525,-0.4245431136249968,-0.08033759939165801,-0.08810276849168418,0.05627855592357209,-0.020165915563740873,0.08982503062525692,-0.005329851222110182,-0.01574432718047059,-0.8067782806575128,0.0043
수궁동,구로구,1117069,-0.2749934391851868,-0.2758989639636925,-0.007562259157890286,-0.16086438959343174,-0.40855199367532125,0.042317827438301606,0.07929068953882414,0.051161086586562765,-0.03646295462211197,-0.10169648989318489,-0.03742443201570758,0.03500911095803107,-0.7221898247396606,0.0043
염창동,강서구,1116051,-0.28094666948496105,-0.27681609609214386,-0.03431525508014406,-0.20438912073141152,-0.38439196680791843,0.21832385308060565,-0.13060062392752803,0.022088680508041754,0.061234616809950036,-0.09657984412739556,-0.027173525510895313,0.006101380172733747,-0.6920609358675032,0.0043
천연동,서대문구,1113052,-0.2830530997302243,-0.25819490412662427,-0.050484128871559224,0.04824132648568143,-0.38311843027359815,-0.15104713347609028,-0.08647241142337295,0.05115825058296232,-0.019084003109062886,0.03409802080162854,-0.002228441431683795,-0.01574432718047059,-0.7352111217027494,0.0042
일원본동,강남구,1123072,-0.29577871450165016,-0.278738004291739,-0.04446955698794599,-0.20382622680667314,-0.3642780597352497,0.02344573488491587,-0.0968485840252564,0.022003072508172142,-0.022288011337316074,0.0787894584734312,-0.0005203390223221325,-0.01405082123785093,-0.6471660360199455,0.0042
방배1동,서초구,1122062,-0.31088135423378593,-0.26326646517138097,0.10749865384863773,0.14007134690293915,-0.3464015237650897,-0.35524031509626747,-0.1065319063673706,0.02650306187722734,-0.028675209984622002,0.07376712586514708,-0.002053246483455809,-0.011634090409945438,-0.7958090282105175,0.0041
신정7동,양천구,1115070,-0.2573230953267788,-0.27681609609214386,-0.034598871028884946,-0.17592322057720877,-0.39657140413715986,0.21261877008323393,-0.14538246202565983,0.05045060564359895,-0.021030809041083873,-0.09514206562129268,-0.027403062288242807,0.006000376284121279,-0.6957607927483382,0.0041
