행정동코드,자치구,행정동,adm_cd8,level_외출커뮤적은,level_이동횟수,level_배달식재료,level_독거비율,level_인프라,level_인구,delta_외출커뮤적은,delta_이동횟수,delta_배달식재료,delta_독거비율,adm_cd8_str,infra_slope,infra_delta,infra_recent,dep_2022,dep_2023,dep_2024,dep_2025,dep_slope_annual,label_slope,label_entry
1103074,용산구,한남동,11170685,17.10964155005605,27.74097222222222,1.5308333333333333,0.18124750974796566,1174.4375,2181.381875,-4.140949766778768,-11.413611111111106,0.0,0.00165488068137995,11170685,-5.139705882352941,-54.5,1122.0,52.0,62.7,45.9,53.4,-1.260000000000001,0,0.0
1104052,성동구,왕십리2동,11200520,4.4837873198353,24.547361111111112,1.2756944444444445,0.10191008169875401,279.375,1807.1683333333333,1.1113142492182893,-9.715833333333329,-0.04638888888888881,0.0016963181964889523,11200520,-0.27058823529411763,-0.75,270.0,31.2,42.1,39.9,36.9,1.4899999999999995,1,0.0
1104054,성동구,마장동,11200540,28.415924463627555,22.614305555555557,1.0901388888888888,0.09407991703850327,1996.1875,2670.22625,0.24926218385600407,-8.831944444444446,0.2319444444444445,0.002972018022218817,11200540,-9.898529411764706,-118.75,1887.0,55.0,68.3,60.9,57.5,0.010000000000000142,0,1.0
1104055,성동구,사근동,11200550,6.046931923959656,24.925555555555555,1.0205555555555554,0.12813535257523984,511.3125,1058.6225,1.9589139298584657,-9.592222222222222,-0.5566666666666665,-0.0007617238282923433,11200550,1.436764705882353,16.75,525.0,,,,,,0,
1104056,성동구,행당1동,11200560,10.877956805307647,25.3825,0.8813888888888888,0.09488875999096313,513.6875,1542.0414583333334,4.177975278273594,-9.673888888888893,0.0,0.0035155334633520524,11200560,0.20441176470588235,1.75,502.0,,43.5,33.3,41.5,-1.0,0,
1104057,성동구,행당2동,11200570,11.998575312261089,26.56125,1.5772222222222223,0.0815799723311435,186.25,2749.644166666667,3.4467382643667133,-10.41083333333333,0.0,0.000980289012779939,11200570,0.23529411764705882,2.5,179.0,31.9,45.0,39.9,40.3,2.0099999999999993,1,0.0
1104058,성동구,응봉동,11200580,7.4128001991830015,27.31236111111111,1.1133333333333333,0.07304516030081086,142.0625,1568.8047916666667,-1.0061559539215592,-10.185277777777781,0.2783333333333333,0.0019202523086294387,11200580,-0.7808823529411765,-9.0,134.0,,,26.9,28.5,1.6000000000000014,1,
1104059,성동구,금호1가동,11200590,6.734130470297964,26.587916666666665,1.1829166666666666,0.11657580103490814,211.6875,1486.4141666666667,1.476739059404073,-10.565277777777776,0.4175,0.00435718145019813,11200590,-1.6808823529411765,-22.0,193.0,,,34.6,35.4,0.7999999999999972,0,
1104062,성동구,금호4가동,11200620,6.596889262493676,26.938888888888886,1.298888888888889,0.1485672260929627,260.125,1541.0687500000001,1.2734436972348737,-11.071666666666665,-0.09277777777777785,0.0019471810097582976,11200620,-0.14411764705882352,-1.0,251.0,,,35.7,35.4,-0.30000000000000426,0,
1104065,성동구,성수1가1동,11200650,14.302125681337287,25.97763888888889,1.1133333333333333,0.11636032807747475,534.5625,2008.94625,2.760193081769872,-10.388055555555553,-0.2783333333333333,-0.0014054436379188906,11200650,0.3985294117647059,4.25,528.0,38.4,47.2,49.8,50.8,3.979999999999999,1,0.0
