행정동코드,자치구,행정동,adm_cd8,level_외출커뮤적은,level_이동횟수,level_배달식재료,level_독거비율,level_인프라,level_인구,delta_외출커뮤적은,delta_이동횟수,delta_배달식재료,delta_독거비율,adm_cd8_str,infra_slope,infra_delta,infra_recent,dep_2022,dep_2023,dep_2024,dep_2025,dep_slope_annual,label_slope,label_entry
1106087,동대문구,장안1동,11230650,31.79738444951156,23.25263888888889,1.6468055555555554,0.1139880521917272,1179.3125,4287.120208333333,-2.16810223235645,-9.343611111111112,0.046388888888889035,0.0003267038449726867,11230650,-4.1191176470588236,-50.25,1120.0,62.8,72.8,67.8,67.2,0.8200000000000017,0,0.0
1106088,동대문구,장안2동,11230660,26.12956307328565,24.392083333333332,1.6468055555555554,0.11981035841027585,934.375,3756.785625,1.86642940898426,-9.76027777777778,-0.046388888888889035,-0.004928465116324596,11230660,-4.682352941176471,-55.5,891.0,57.2,67.7,64.1,63.6,1.5599999999999987,1,0.0
1106089,동대문구,이문1동,11230740,25.001029404775675,22.996666666666666,1.6468055555555554,0.12854529959055855,541.875,2743.1997916666664,7.88460785711532,-8.731111111111112,-0.046388888888889035,0.005859250230204727,11230740,-0.7676470588235295,-11.5,523.0,53.1,66.2,59.2,51.1,-1.3,0,0.0
1106090,동대문구,이문2동,11230750,13.134816506132081,25.3575,1.3220833333333333,0.10250318940625973,247.3125,2395.210625,0.3220336544025031,-9.634999999999994,-0.4175,-9.203229667228974e-05,11230750,-2.375,-29.75,225.0,37.7,42.2,35.5,35.8,-1.240000000000002,0,0.0
1106091,동대문구,답십리1동,11230600,14.384299346693325,25.03611111111111,1.3452777777777776,0.116417367691792,493.5625,3060.1806250000004,-1.9669320267199861,-9.613333333333333,-0.09277777777777785,-0.0014559821294383712,11230600,-2.651470588235294,-31.0,461.0,42.7,51.0,43.6,46.2,0.31000000000000016,0,0.0
1107052,중랑구,면목2동,11260520,30.431029316356074,22.92111111111111,1.3452777777777776,0.20308040860104087,613.0625,3199.8589583333337,-1.515947521601035,-8.893333333333334,-0.18555555555555547,0.0024313697816772672,11260520,-3.3779411764705882,-42.0,586.0,59.2,65.5,60.9,60.8,0.01999999999999815,0,0.0
1107054,중랑구,면목4동,11260540,10.535521749563557,24.831944444444442,1.2525,0.14594642542492015,312.0625,2398.949375,0.5795120564284435,-10.022777777777776,-0.18555555555555547,0.0031903518405163034,11260540,-2.1308823529411764,-27.25,284.0,37.6,46.1,43.5,41.5,0.9099999999999995,0,0.0
1107055,중랑구,면목5동,11260550,10.39162104395631,24.700277777777778,1.206111111111111,0.1560401152135032,225.125,1523.4466666666667,-2.8837976434681725,-9.350555555555555,-0.18555555555555547,0.0017751431201377954,11260550,-0.5911764705882353,-8.25,215.0,,,34.8,38.4,3.6000000000000014,1,
1107057,중랑구,면목7동,11260570,20.230773779152983,24.857777777777777,1.1829166666666664,0.17222633262939535,528.0,2842.117083333333,3.024007997249594,-9.339444444444446,-0.2319444444444445,0.0013945623488091363,11260570,-4.105882352941176,-49.0,480.0,46.4,54.7,48.5,49.1,0.19000000000000056,0,0.0
1107059,중랑구,상봉1동,11260580,9.801880482891765,26.17805555555556,1.1597222222222223,0.07085534616125805,378.4375,2982.9874999999997,2.2312390342164683,-10.183333333333334,0.0,0.006596609698906825,11260580,-0.49558823529411766,-3.75,375.0,30.2,42.9,41.8,43.2,3.7900000000000005,1,0.0
1107060,중랑구,상봉2동,11260590,19.892205104930554,23.92888888888889,1.368472222222222,0.22868054201636334,950.1875,2138.1027083333333,0.578367567916672,-9.508333333333333,0.13916666666666666,0.005849302608549906,11260590,2.760294117647059,32.5,925.0,54.2,67.4,61.1,59.9,1.0799999999999983,0,1.0
1107061,중랑구,중화1동,11260600,11.413187771477673,25.12097222222222,1.4380555555555556,0.10563270292406954,285.1875,2402.551875,4.9375133459335405,-10.035277777777775,-0.09277777777777785,0.007605409825472517,11260600,-2.198529411764706,-26.5,258.0,36.1,48.3,42.8,47.6,2.9,1,0.0
1107062,중랑구,중화2동,11260610,33.74731763257276,23.28527777777778,1.3452777777777778,0.2821828523787574,691.875,3890.5597916666666,-0.9357463762566383,-9.189444444444447,0.0,0.0030920304732857673,11260610,-3.3117647058823527,-43.0,659.0,63.3,72.9,69.1,67.9,1.0000000000000013,0,0.0
1107064,중랑구,묵1동,11260620,19.83100158063373,26.90722222222222,1.2525,0.08662485483307239,551.3125,3746.2352083333335,0.3807746165103225,-10.92777777777777,-0.09277777777777763,0.00021426641366180388,11260620,-1.186764705882353,-16.75,530.0,39.9,50.8,44.2,50.2,2.430000000000002,1,0.0
1107065,중랑구,묵2동,11260630,7.832361556961187,24.56652777777778,1.5540277777777778,0.14852883223504304,507.8125,2230.8320833333332,3.017499108299848,-9.78972222222222,-0.046388888888889035,0.0042938293417168205,11260630,-2.2308823529411765,-31.75,479.0,43.2,54.7,46.1,51.3,1.569999999999998,1,0.0
1107068,중랑구,망우3동,11260660,17.597694441611136,22.81138888888889,1.298888888888889,0.2066682142827102,275.0,2278.240208333333,-1.8298333276667123,-9.164444444444442,0.18555555555555547,0.0008062505333379377,11260660,-2.123529411764706,-25.25,249.0,44.1,55.9,50.7,50.4,1.3699999999999997,1,0.0
1107069,중랑구,신내1동,11260680,19.662640259166025,26.986666666666665,1.623611111111111,0.0769951836489539,559.0,4412.0460416666665,2.963608370556841,-10.928333333333338,0.0,-0.003316749558678389,11260680,-1.338235294117647,-14.0,541.0,43.7,57.0,49.1,47.6,0.3799999999999997,0,0.0
1107070,중랑구,신내2동,11260690,14.724982635795852,26.653194444444445,1.5772222222222223,0.1103022400888845,314.125,2715.353125,3.4389236172971813,-10.475277777777777,0.18555555555555547,0.002554810326127241,11260690,3.7558823529411764,45.75,298.0,35.5,53.4,40.8,44.0,1.2899999999999998,1,0.0
1107071,중랑구,면목본동,11260565,41.32495053447789,22.40736111111111,1.6236111111111111,0.20775047887915632,908.4375,4252.97625,2.2667655977108936,-8.584722222222226,0.09277777777777763,0.007468355850138247,11260565,-2.710294117647059,-31.75,868.0,69.1,81.4,68.5,69.6,-1.1400000000000006,0,0.0
1107072,중랑구,면목3·8동,11260575,23.730628616010314,23.577638888888888,1.2756944444444445,0.18419289857534915,804.125,3368.4275,-4.805146120909519,-8.856944444444444,0.04638888888888881,0.004595101511649768,11260575,-4.5852941176470585,-55.75,749.0,54.5,62.8,51.8,53.9,-1.2800000000000005,0,0.0
1107073,중랑구,망우본동,11260655,35.148497478430265,24.782500000000002,1.5540277777777778,0.17999377903561709,1015.9375,4305.446666666667,6.781338376472803,-9.805,0.2319444444444445,0.003912336136306566,11260655,3.666176470588235,41.75,1019.0,59.2,76.9,71.6,65.3,1.2999999999999972,1,0.0
1108058,성북구,돈암1동,11290580,9.393846117129554,26.251666666666665,1.1597222222222223,0.08685222346063733,132.375,1840.91875,-0.22158112314799538,-10.638333333333332,-0.09277777777777785,-0.0009955770153389498,11290580,-1.561764705882353,-18.5,121.0,24.5,34.6,21.5,29.5,0.18999999999999986,0,0.0
1108059,성북구,돈암2동,11290590,7.2839738276224875,27.470972222222223,1.6236111111111111,0.051517456964319516,207.8125,2361.0220833333333,-0.01905876635608461,-10.826388888888886,0.09277777777777763,0.001544689771917386,11290590,-2.0897058823529413,-24.25,186.0,28.9,42.5,33.5,36.6,1.4100000000000008,1,0.0
1108060,성북구,안암동,11290600,8.981394031552348,22.725277777777777,0.9973611111111109,0.14318939282126064,643.6875,1410.6170833333333,-0.16445472977136433,-8.336666666666666,0.13916666666666655,-0.004022525159366658,11290600,0.5044117647058823,6.0,637.0,,,,,,0,
1108061,성북구,보문동,11290610,11.153746897369308,23.22861111111111,0.9741666666666666,0.16088687759647324,404.625,1566.7352083333333,1.2175062052613832,-8.719444444444441,0.2783333333333333,0.0029218475641157315,11290610,-1.535294117647059,-16.5,386.0,,,38.2,49.2,11.0,1,
1108062,성북구,정릉1동,11290620,8.35298302164043,26.68125,1.4380555555555556,0.07416330847977615,281.5625,1914.0283333333334,-2.837077154391973,-10.568055555555556,-0.27833333333333354,0.005469876684733518,11290620,-2.013235294117647,-23.75,262.0,34.3,40.8,32.0,37.9,0.2000000000000007,0,0.0
1108063,성북구,정릉2동,11290630,13.721652382666242,25.71263888888889,1.6004166666666666,0.07467399468603013,335.3125,2511.5366666666664,-0.07274920977693178,-10.30583333333334,-0.04638888888888859,0.001390808705837715,11290630,-1.5602941176470588,-20.5,314.0,39.4,50.1,38.4,41.6,-0.5099999999999995,0,0.0
1108064,성북구,정릉3동,11290640,10.056358113735177,24.584583333333335,0.6030555555555555,0.09231907396033376,314.875,1724.4310416666667,4.233950439196314,-10.05916666666667,0.6494444444444444,0.0017048398090133005,11290640,0.008823529411764706,1.0,307.0,18.4,41.2,39.3,32.9,4.159999999999999,1,0.0
1108065,성북구,정릉4동,11290650,14.663250970692667,25.75375,1.6004166666666666,0.10861047304242868,370.375,2904.17,4.9873869475035555,-10.108055555555552,0.04638888888888859,-0.007800438379719346,11290650,-3.820588235294118,-45.75,325.0,40.7,54.6,50.1,46.3,1.2299999999999982,0,0.0
1108066,성북구,길음1동,11290660,10.847745454365022,27.770833333333332,1.6468055555555554,0.06042375338809442,394.0625,3298.478958333333,-3.987713130952267,-10.850555555555552,-0.046388888888889035,-0.0028823220157662977,11290660,-2.489705882352941,-31.0,372.0,37.8,47.1,37.9,42.7,0.5500000000000014,0,0.0
1108068,성북구,길음2동,11290685,4.978971611163568,26.461527777777775,1.6468055555555554,0.07248638014411841,399.3125,2000.8079166666666,-1.6946098889938028,-10.248055555555556,-0.046388888888889035,0.0025967222166549953,11290685,-2.601470588235294,-28.5,368.0,36.7,46.8,38.2,41.0,0.4299999999999997,0,0.0
1108071,성북구,월곡1동,11290715,16.32509472605084,24.443194444444444,1.5308333333333333,0.09945763332777963,421.25,2899.0645833333333,-0.03463389654611859,-9.660277777777772,0.0,0.002061697156608172,11290715,-3.3705882352941177,-38.0,388.0,43.9,54.7,49.7,47.9,0.7,0,0.0
1108072,성북구,월곡2동,11290725,16.65940354664206,24.983888888888888,1.6004166666666666,0.1173346321000085,557.25,2199.1604166666666,0.09341512893809423,-9.645555555555553,0.04638888888888859,0.003163326639788952,11290725,-2.426470588235294,-27.75,529.0,46.9,58.4,46.2,43.6,-2.2099999999999986,0,0.0
1108076,성북구,장위1동,11290760,17.161428844134427,23.988611111111112,1.6468055555555554,0.12994320890885352,394.25,2747.3627083333336,0.7982534228422473,-9.905555555555559,0.046388888888889035,0.0008026469025951832,11290760,-2.2529411764705882,-23.25,374.0,46.7,58.8,52.5,49.2,0.12000000000000029,0,0.0
1108077,성북구,장위2동,11290770,21.869146663553863,22.99111111111111,0.7654166666666666,0.14058640083542406,422.375,2324.6814583333335,6.780595561781158,-8.728888888888893,-0.32472222222222213,0.005282521911457949,11290770,-3.95,-45.75,386.0,40.1,48.3,45.6,45.5,1.35,1,0.0
1108078,성북구,장위3동,11290780,7.55829851107168,26.39611111111111,1.298888888888889,0.11110645966290966,216.875,1855.62375,0.8000696445233073,-10.251666666666665,0.18555555555555547,0.001382092690478065,11290780,-2.7676470588235293,-32.25,197.0,28.2,42.5,33.3,35.6,1.3000000000000003,1,0.0
1108081,성북구,성북동,11290525,12.165305442846211,26.56722222222222,1.46125,0.10574752555283011,497.625,1801.7660416666668,-0.060610885692421235,-10.894999999999996,0.046388888888889035,-0.003258128651496356,11290525,-1.25,-17.5,480.0,39.1,51.6,40.7,40.0,-0.8200000000000003,0,0.0
1108082,성북구,삼선동,11290555,25.742011393667525,24.139583333333334,1.3684722222222223,0.12572704665205395,796.9375,2574.184583333333,2.6526438793316167,-9.24527777777778,0.4175,0.0018011024603263176,11290555,-2.6073529411764707,-29.75,768.0,48.7,66.3,55.5,54.3,0.5999999999999985,0,0.0
1108083,성북구,동선동,11290575,10.895379667234177,24.81125,1.4844444444444445,0.1465308758465651,942.125,1391.2770833333334,-1.076314890023907,-9.442500000000003,0.0,-0.002793807856602104,11290575,-0.611764705882353,-8.25,920.0,,,51.6,48.9,-2.700000000000003,0,
1108084,성북구,종암동,11290705,31.334271153236323,25.141805555555557,1.6004166666666666,0.1065374409344916,658.5,4119.775000000001,6.197568804638461,-9.82916666666667,0.13916666666666666,-0.005972149622534825,11290705,-4.9147058823529415,-58.75,613.0,52.6,68.0,57.7,57.7,0.5000000000000007,0,1.0
1108085,성북구,석관동,11290810,30.02717677563428,24.22138888888889,1.5308333333333333,0.12965188188065144,763.875,4159.451875,3.1845353376203214,-9.319444444444443,-0.2783333333333333,0.003053530649373526,11290810,-4.547058823529412,-52.75,713.0,57.9,65.7,57.9,59.7,-0.23999999999999916,0,0.0
1109060,강북구,번1동,11305595,16.240604495897067,22.59388888888889,1.5540277777777778,0.21985178378395795,670.8125,2193.3170833333334,-0.4606534362385766,-8.708333333333332,-0.13916666666666644,0.008674552901225763,11305595,-5.089705882352941,-57.0,621.0,56.7,64.5,56.0,59.6,0.019999999999999574,0,0.0
1109061,강북구,번2동,11305603,12.707696213693684,24.525694444444444,1.1133333333333333,0.13029632003872485,182.25,2003.7489583333333,2.0051631281681903,-9.51083333333333,0.1855555555555557,-0.00021974945956498848,11305603,-1.1529411764705881,-14.5,165.0,29.4,43.6,43.9,40.6,3.3900000000000006,1,0.0
1109062,강북구,번3동,11305608,12.215373529154583,25.116944444444446,1.3452777777777776,0.11657105245958944,189.6875,2130.0735416666666,2.8653640528019455,-9.861666666666665,-0.18555555555555547,0.0012025231259724378,11305608,0.06323529411764706,0.5,187.0,33.6,43.4,40.3,42.0,2.2099999999999995,1,0.0
1109063,강북구,수유1동,11305615,20.95118404343973,23.38458333333333,0.9509722222222221,0.19146421844919845,590.9375,2533.8558333333335,3.1370763575649825,-8.953055555555554,0.046388888888888924,0.0048579381875817895,11305615,-1.9808823529411765,-21.25,572.0,44.6,56.9,57.7,57.9,4.069999999999999,1,1.0
1109064,강북구,수유2동,11305625,17.155510685661636,23.852222222222224,1.4380555555555556,0.11984039804488453,458.875,2566.606458333333,-3.266021371323271,-8.76666666666667,-0.09277777777777785,0.004428783602067457,11305625,-0.8529411764705882,-12.5,443.0,46.9,53.7,41.6,47.6,-0.9999999999999993,0,0.0
1109065,강북구,수유3동,11305635,28.120356645252443,22.23847222222222,1.298888888888889,0.22192814043724418,1272.625,2685.1462500000002,0.507620042828453,-8.662500000000001,-0.09277777777777785,0.0013754840343583041,11305635,-0.95,-13.5,1228.0,63.2,71.8,62.1,60.4,-1.810000000000001,0,0.0
1109069,강북구,삼양동,11305534,18.32666664460773,24.72208333333333,1.46125,0.12286978374577565,318.25,3335.324375,-1.5083332892154573,-10.220833333333335,0.13916666666666666,0.007321722489740723,11305534,-1.15,-13.0,312.0,41.4,54.2,46.7,47.4,1.05,0,0.0
1109070,강북구,미아동,11305535,18.8708064790154,22.975,1.206111111111111,0.17837865611967746,693.375,2672.1214583333335,4.873387041969192,-9.471111111111114,0.27833333333333354,0.00383235468847129,11305535,-5.894117647058824,-67.75,648.0,46.2,63.1,57.3,58.3,3.049999999999998,1,1.0
1109071,강북구,송중동,11305545,20.214203688786746,24.55638888888889,1.577222222222222,0.15466593050364197,784.1875,3564.6691666666666,-0.4245184886846012,-9.453333333333333,0.09277777777777763,0.0016669675397186778,11305545,-6.295588235294118,-73.0,720.0,53.0,64.7,60.3,58.4,1.179999999999999,0,1.0
1109072,강북구,송천동,11305555,28.788418928506204,22.831944444444446,1.3916666666666666,0.18230857934722366,679.5,3617.1027083333333,-2.819615634790182,-8.967222222222222,0.2783333333333333,0.0007668124348992333,11305555,-6.073529411764706,-75.25,623.0,56.1,68.5,63.3,60.4,0.7699999999999989,0,0.0
1109073,강북구,삼각산동,11305575,9.96104589625848,26.58833333333333,1.3220833333333333,0.10126589267486104,348.5625,2947.447083333333,-1.385980681405849,-10.16222222222222,-0.046388888888889035,-0.00023272683581238018,11305575,0.07205882352941176,-1.25,328.0,34.1,44.4,39.7,43.0,2.2,1,0.0
1109074,강북구,우이동,11305645,14.421373889790587,24.875277777777775,1.3220833333333333,0.14369105518780007,513.875,2441.6822916666665,-1.2555255573589506,-9.974999999999998,-0.4175,0.006402162569109887,11305645,-2.961764705882353,-35.5,483.0,46.1,50.5,39.6,48.3,-0.43000000000000116,0,0.0
1109075,강북구,인수동,11305660,25.432753933292567,23.815694444444446,1.46125,0.13315307377910557,556.9375,3673.8879166666666,5.5350476889704225,-8.804722222222221,-0.046388888888889035,0.0045291939465015585,11305660,-2.925,-34.75,518.0,50.8,62.8,59.3,55.5,1.060000000000001,0,0.0
1110051,도봉구,쌍문1동,11320660,13.746510445184922,25.59972222222222,1.2293055555555554,0.10759498254122342,288.1875,2504.2810416666666,-1.1080208903698434,-9.774444444444445,-0.04638888888888881,0.0025833612157554198,11320660,-2.8455882352941178,-33.0,268.0,35.3,44.7,42.5,41.1,1.520000000000001,1,0.0
1110052,도봉구,쌍문2동,11320670,17.934646868631404,24.55291666666667,1.5540277777777778,0.1400316082069925,412.125,2275.1977083333336,0.10292848495941698,-9.660833333333333,-0.2319444444444445,0.004798771336039315,11320670,-0.5352941176470588,-5.75,405.0,48.1,55.4,49.8,50.1,0.039999999999999855,0,0.0
1110053,도봉구,쌍문3동,11320680,12.49382426574644,25.153194444444445,0.8118055555555554,0.1474595135525125,371.625,1943.8162499999999,-1.6770929759373274,-9.969166666666666,-0.32472222222222225,0.006308036812971651,11320680,-0.7470588235294118,-8.5,352.0,34.3,40.1,41.5,40.8,2.09,1,0.0
1110054,도봉구,쌍문4동,11320681,10.97006402713833,26.92875,1.2756944444444445,0.06881678559179955,140.5625,2441.7345833333334,-1.8117947209433254,-10.534166666666664,0.13916666666666666,0.0029927165293668068,11320681,-1.2455882352941177,-14.5,128.0,24.3,37.3,28.7,28.9,0.5199999999999996,0,0.0
1110055,도봉구,방학1동,11320690,25.473100746535387,25.15902777777778,1.6004166666666666,0.13752429318141962,860.1875,3895.3410416666666,4.658242951373669,-10.205833333333334,0.04638888888888859,-0.0015333465883527742,11320690,-8.598529411764705,-104.25,790.0,54.1,67.9,62.6,60.7,1.45,1,1.0
1110056,도봉구,방학2동,11320700,21.837416997018725,23.638888888888886,1.206111111111111,0.16776693963522565,437.9375,2608.1233333333334,-1.3820562162596701,-9.536666666666665,-0.18555555555555547,0.0068804450129312245,11320700,-3.2044117647058825,-38.5,406.0,47.8,55.1,50.0,52.4,0.8700000000000003,0,0.0
1110057,도봉구,방학3동,11320710,15.66295460200427,26.801111111111112,1.4380555555555556,0.05357388326254372,241.8125,3528.612916666667,-2.0053536484529833,-10.435000000000002,-0.27833333333333354,0.00024564738140661624,11320710,-1.5867647058823529,-18.25,228.0,35.6,42.0,35.4,36.8,-0.30000000000000143,0,0.0
1110059,도봉구,창1동,11320511,19.810510078553442,25.377361111111114,1.5540277777777778,0.12500637612630788,385.25,2759.219375,0.5584242873375551,-9.82638888888889,0.2319444444444445,-0.0019034722242507185,11320511,-1.9617647058823529,-23.0,359.0,43.5,57.9,45.8,47.7,0.05000000000000071,0,0.0
1110060,도봉구,창2동,11320512,24.16586294306368,24.815,1.4148611111111111,0.10144701107527215,481.625,3386.8614583333333,0.7843852249837475,-9.714444444444446,-0.41749999999999976,0.0028667968797828763,11320512,-1.223529411764706,-14.0,456.0,49.3,54.3,53.3,53.6,1.1900000000000013,0,0.0
1110061,도봉구,창3동,11320513,13.215201864192771,24.102083333333333,1.159722222222222,0.15645379939164067,352.4375,1800.966875,-4.000959283941098,-9.553611111111113,0.1855555555555557,0.005635879611090744,11320513,-1.5955882352941178,-21.75,332.0,38.2,49.6,38.2,43.6,0.4799999999999997,0,0.0
1110062,도봉구,창4동,11320514,13.481044642504305,27.18138888888889,1.6236111111111111,0.0705699822529876,414.25,3326.9656250000003,0.81513293721361,-10.048333333333336,-0.09277777777777763,0.0015413477279284105,11320514,-1.2,-15.75,395.0,39.6,49.7,38.5,40.4,-0.8800000000000011,0,0.0
1110063,도봉구,창5동,11320515,16.384838825569886,26.570555555555558,1.5540277777777778,0.07531742456053635,485.8125,3089.0285416666666,1.426433459971335,-10.78777777777778,0.046388888888889035,0.0023974070409046866,11320515,0.6544117647058824,8.25,479.0,40.3,53.7,44.9,44.1,0.26000000000000084,0,0.0
1110064,도봉구,도봉1동,11320521,26.17956641418,24.021527777777777,0.9741666666666666,0.18056809069152818,619.875,2864.9170833333333,0.26197828275111235,-9.577500000000004,0.09277777777777774,0.006681013492871285,11320521,-2.8441176470588236,-34.25,593.0,46.6,58.9,59.0,55.9,2.7999999999999994,1,0.0
1110065,도봉구,도봉2동,11320522,13.01522221492572,26.556805555555556,1.368472222222222,0.09997156982660771,395.375,3503.4772916666666,-0.4648888742958839,-10.587499999999995,0.13916666666666666,0.00259900475885437,11320522,0.611764705882353,8.0,387.0,35.3,49.2,41.5,41.9,1.2100000000000002,0,0.0
1111051,노원구,월계1동,11350560,11.90385184535695,25.57152777777778,1.5076388888888888,0.11637038679095153,523.125,2539.9845833333334,0.24285186484165777,-10.241944444444446,-0.04638888888888881,0.006149262099734154,11350560,-2.9352941176470586,-35.25,493.0,42.5,53.3,45.3,46.2,0.31000000000000083,0,0.0
1111052,노원구,월계2동,11350570,10.792071394686213,26.769444444444446,1.1829166666666668,0.13555835115644482,237.125,3164.478333333333,-0.9274761227057589,-10.239444444444445,0.04638888888888881,-0.003612171804767944,11350570,-1.188235294117647,-13.75,220.0,30.6,42.1,38.7,43.5,3.53,1,0.0
1111053,노원구,월계3동,11350580,21.06249010402721,26.16888888888889,1.368472222222222,0.11370620863914939,269.0625,3415.914583333333,1.6050197919455798,-10.213888888888889,0.04638888888888881,-0.0005043282070738841,11350580,-2.2308823529411765,-26.75,250.0,38.4,50.9,41.7,42.4,0.2800000000000004,0,0.0
1111056,노원구,공릉2동,11350600,18.269228318173585,27.299722222222222,1.67,0.07902294342444172,701.125,4518.294166666667,2.733765585875048,-10.540555555555553,0.0,0.0009977127614246434,11350600,2.4529411764705884,27.25,693.0,45.0,58.2,51.6,50.3,0.929999999999999,0,0.0
1111058,노원구,하계1동,11350611,15.147683737483582,27.37763888888889,1.5076388888888888,0.09812206132761563,302.8125,3384.2897916666666,-0.3220341416338304,-10.711944444444452,-0.13916666666666688,0.0018124936814011838,11350611,-2.001470588235294,-25.25,280.0,37.8,47.4,40.1,41.7,0.440000000000002,0,0.0
1111059,노원구,하계2동,11350612,10.140073512389998,27.742083333333333,1.3220833333333333,0.059514488857345796,122.8125,2588.4239583333333,-3.137369247002219,-10.925833333333333,0.2319444444444443,0.005896568077722687,11350612,-0.6102941176470589,-6.5,114.0,21.4,36.0,26.2,28.4,1.1199999999999999,0,0.0
1111060,노원구,중계본동,11350619,13.581098968054121,28.723888888888887,1.5308333333333333,0.04513311106965682,342.4375,3210.6883333333335,4.256690952780643,-11.312777777777779,-0.18555555555555547,0.00027072478312263615,11350619,-1.8279411764705882,-19.5,334.0,33.4,45.0,33.8,36.2,-0.279999999999999,0,0.0
1111061,노원구,중계1동,11350621,8.497586792375605,27.866805555555555,1.4148611111111111,0.052356701334448696,249.0,2850.81625,-1.614618029195654,-11.253055555555555,0.5102777777777776,0.005241391398824062,11350621,-2.2970588235294116,-25.5,230.0,24.5,43.7,33.3,35.9,2.379999999999999,1,0.0
1111064,노원구,중계4동,11350624,13.77052066661404,26.416527777777777,1.2293055555555554,0.1072376524861713,399.1875,2494.241875,1.8289586667719178,-10.22472222222222,0.04638888888888881,-0.005118916845252397,11350624,-1.6191176470588236,-20.0,382.0,35.1,47.6,39.9,39.8,0.6399999999999985,0,0.0
1111065,노원구,상계1동,11350630,24.91432295729245,26.83291666666667,1.623611111111111,0.08176940481258325,690.1875,5023.66625,1.4830207520817673,-10.83194444444445,0.0,0.002305501381738656,11350630,-5.339705882352941,-63.0,644.0,48.6,61.3,54.1,53.7,0.8100000000000008,0,0.0
1111066,노원구,상계2동,11350640,17.44763432292935,25.077916666666667,1.4380555555555556,0.10611873221663093,1067.1875,2686.608541666667,-1.255268645858699,-10.151944444444439,-0.27833333333333354,0.003950737750086794,11350640,-2.9691176470588236,-38.5,1026.0,51.5,58.1,53.8,56.8,1.1599999999999988,0,1.0
1111069,노원구,상계5동,11350670,16.028714007783066,24.96861111111111,1.5308333333333333,0.132863035410565,591.0625,2743.622083333333,1.1636830955449788,-9.552777777777777,0.18555555555555547,0.0025690571714084287,11350670,-1.6426470588235293,-22.75,562.0,45.5,59.3,49.5,49.7,0.28000000000000114,0,0.0
1111072,노원구,상계8동,11350700,6.076439161436391,26.980555555555554,1.4148611111111111,0.06968081579653365,138.4375,1763.2947916666665,0.43101056601610566,-10.47111111111111,-0.32472222222222236,-0.0008053370367390872,11350700,-1.0514705882352942,-11.5,125.0,26.9,33.9,25.4,30.2,0.1400000000000002,0,0.0
1111073,노원구,상계9동,11350710,8.336839806775362,27.04875,1.4844444444444442,0.08963619815351179,167.3125,2355.2283333333335,0.4068759420048291,-11.421944444444446,0.09277777777777785,0.0017581151330215011,11350710,-0.9397058823529412,-11.5,160.0,27.6,41.6,27.4,29.3,-0.9100000000000005,0,0.0
1111074,노원구,상계10동,11350720,8.479471922094412,27.293472222222228,1.0205555555555557,0.07744519243782408,119.8125,1944.037916666667,0.8277228224778419,-11.047500000000003,-0.27833333333333354,0.0010764952998727345,11350720,0.13088235294117648,1.0,117.0,20.0,28.7,26.9,32.5,3.5700000000000003,1,0.0
1111076,노원구,상계3·4동,11350665,27.556086776055395,25.632083333333334,1.5308333333333333,0.1222251752055171,494.5625,3596.45125,1.3722708923336597,-9.90861111111111,0.0,0.008395429907663801,11350665,-3.472058823529412,-42.25,453.0,49.6,61.5,48.3,49.6,-1.3200000000000003,0,0.0
1111077,노원구,상계6·7동,11350695,19.65872905378012,26.293472222222224,1.6236111111111111,0.10793569579223651,568.25,3326.9606249999997,4.353653003550875,-10.326944444444443,-0.09277777777777763,-0.0003305247612427342,11350695,-3.7852941176470587,-44.25,529.0,46.7,58.9,52.3,48.7,-0.060000000000000143,0,0.0
1111078,노원구,중계2·3동,11350625,19.542626484609706,26.483888888888885,1.6236111111111111,0.09749401558716056,321.8125,3865.980208333333,5.350302586336145,-10.047777777777778,0.09277777777777763,-0.0027208689997540864,11350625,-4.154411764705882,-48.5,282.0,40.6,55.5,42.9,47.1,0.6899999999999998,0,0.0
1111079,노원구,공릉1동,11350595,23.76464790081546,25.669166666666666,1.67,0.11697836419647561,1036.25,4056.8664583333334,4.885704198369076,-9.764444444444443,0.0,-0.0002771169924203759,11350595,1.0529411764705883,15.75,1022.0,54.0,67.4,60.5,61.3,1.4999999999999987,1,1.0
1112051,은평구,녹번동,11380510,22.43147610456232,25.27986111111111,1.6468055555555554,0.13354395546181533,683.375,3434.978958333333,-1.8351744313468679,-9.790277777777774,-0.046388888888889035,0.0010976259840649316,11380510,-6.741176470588235,-77.0,626.0,53.7,62.7,54.6,53.1,-0.9900000000000005,0,0.0
1112052,은평구,불광1동,11380520,23.723477091337315,26.28597222222222,1.4612500000000002,0.10409098713391057,624.375,4260.954791666666,4.545823595103144,-10.514166666666668,0.2319444444444445,0.005422655741049373,11380520,-7.944117647058824,-95.0,551.0,44.5,61.6,60.6,55.8,3.289999999999999,1,0.0
1112055,은평구,갈현1동,11380551,26.52428676183163,25.347500000000004,1.206111111111111,0.1379837097086971,730.5,2428.545833333333,4.923093143003406,-10.132777777777779,-0.37111111111111117,-0.0033864998287121972,11380551,-9.270588235294118,-111.25,654.0,50.5,58.2,56.0,47.3,-1.180000000000001,0,0.0
