label,n_repeats,repeat,condition,ap,auc,p_at_n,r_precision
label_slope,20,1,GB_baseline,0.6277320389273462,0.7588689848963822,0.85,0.5342465753424658
label_slope,20,2,GB_baseline,0.6402883542093113,0.7817251241908776,0.85,0.6027397260273972
label_slope,20,3,GB_baseline,0.6430238210705314,0.7800943348888554,0.8,0.6027397260273972
label_slope,20,4,GB_baseline,0.6123623049425855,0.7626825229564956,0.75,0.5821917808219178
label_slope,20,5,GB_baseline,0.6275383952363631,0.7732701088865472,0.7,0.6164383561643836
label_slope,20,6,GB_baseline,0.6240469284997436,0.7698329068192082,0.75,0.5821917808219178
label_slope,20,7,GB_baseline,0.6439577401885185,0.7735962667469517,0.85,0.6095890410958904
label_slope,20,8,GB_baseline,0.6139053180347127,0.7527723418134376,0.8,0.5753424657534246
label_slope,20,9,GB_baseline,0.6057985864729708,0.768177028451001,0.75,0.589041095890411
label_slope,20,10,GB_baseline,0.6178213234662183,0.7657935671634302,0.8,0.589041095890411
label_slope,20,11,GB_baseline,0.6384376591108674,0.787871945406192,0.75,0.5753424657534246
label_slope,20,12,GB_baseline,0.6414811412853018,0.7720658337096693,0.85,0.6027397260273972
label_slope,20,13,GB_baseline,0.5998951638053298,0.7531988559385819,0.85,0.5821917808219178
label_slope,20,14,GB_baseline,0.6250200679512341,0.7635857293391539,0.7,0.6027397260273972
label_slope,20,15,GB_baseline,0.6487652868775375,0.7807466506096644,0.9,0.6095890410958904
label_slope,20,16,GB_baseline,0.6423374826599871,0.7885995283255558,0.75,0.6095890410958904
label_slope,20,17,GB_baseline,0.5869790906485162,0.7475287269807818,0.6,0.5753424657534246
label_slope,20,18,GB_baseline,0.6153375278370377,0.7649154498469566,0.8,0.589041095890411
label_slope,20,19,GB_baseline,0.6331158103745975,0.7803703146168899,0.8,0.5684931506849316
label_slope,20,20,GB_baseline,0.5835220536951499,0.7585428270359776,0.65,0.541095890410959
label_slope,20,1,GB_sample_weight,0.6205051023814472,0.7548296452406041,0.8,0.5205479452054794
label_slope,20,2,GB_sample_weight,0.630860340180156,0.7739726027397261,0.75,0.5753424657534246
label_slope,20,3,GB_sample_weight,0.6361287272585123,0.7735711776807667,0.85,0.6027397260273972
label_slope,20,4,GB_sample_weight,0.6009240864709207,0.7534497466004315,0.75,0.5684931506849316
label_slope,20,5,GB_sample_weight,0.6134291707184057,0.7712629835917507,0.65,0.5821917808219178
label_slope,20,6,GB_sample_weight,0.6301025852944628,0.7690049676351046,0.75,0.589041095890411
label_slope,20,7,GB_sample_weight,0.6338224785959211,0.7644889357218124,0.9,0.589041095890411
label_slope,20,8,GB_sample_weight,0.6127256387093488,0.7507401274524562,0.75,0.547945205479452
label_slope,20,9,GB_sample_weight,0.6064928402907266,0.7673741783330824,0.7,0.589041095890411
label_slope,20,10,GB_sample_weight,0.6253752989983264,0.7656430327663204,0.85,0.5821917808219178
label_slope,20,11,GB_sample_weight,0.6330132310663188,0.7859651763761354,0.85,0.6095890410958904
label_slope,20,12,GB_sample_weight,0.6287466867356669,0.7675748908625621,0.9,0.589041095890411
label_slope,20,13,GB_sample_weight,0.5969235327523472,0.7478047067088163,0.8,0.5753424657534246
label_slope,20,14,GB_sample_weight,0.6041480089390148,0.7596467459481158,0.7,0.5616438356164384
label_slope,20,15,GB_sample_weight,0.6523652943545596,0.7756535701741181,0.8,0.589041095890411
label_slope,20,16,GB_sample_weight,0.6543811971535822,0.7884991720608159,0.8,0.5821917808219178
label_slope,20,17,GB_sample_weight,0.5712792216077747,0.7449947312961013,0.6,0.5753424657534246
label_slope,20,18,GB_sample_weight,0.6299876099624246,0.7653419639721009,0.85,0.5821917808219178
label_slope,20,19,GB_sample_weight,0.6464976057355938,0.7775603392041748,0.9,0.589041095890411
label_slope,20,20,GB_sample_weight,0.5786846853298211,0.7538511716593908,0.65,0.5547945205479452
label_slope,20,1,GB_SMOTE,0.6046337439077045,0.743940990516333,0.75,0.5342465753424658
label_slope,20,2,GB_SMOTE,0.614928050161774,0.7571629283958051,0.9,0.5273972602739726
label_slope,20,3,GB_SMOTE,0.6124260079526452,0.7619298509709468,0.75,0.5684931506849316
label_slope,20,4,GB_SMOTE,0.6152370219721551,0.75440313111546,0.8,0.5958904109589042
label_slope,20,5,GB_SMOTE,0.6228578914273907,0.7712629835917506,0.75,0.5821917808219178
label_slope,20,6,GB_SMOTE,0.6135802130132864,0.7468262331276029,0.9,0.5547945205479452
label_slope,20,7,GB_SMOTE,0.619796199814091,0.7506146821215315,0.9,0.547945205479452
label_slope,20,8,GB_SMOTE,0.5822628801461062,0.7355110642781876,0.85,0.541095890410959
label_slope,20,9,GB_SMOTE,0.6059420012960053,0.7675999799287471,0.8,0.589041095890411
label_slope,20,10,GB_SMOTE,0.6203587778892226,0.7477545285764463,0.85,0.5616438356164384
label_slope,20,11,GB_SMOTE,0.633369849271274,0.7753023232475287,0.8,0.5958904109589042
label_slope,20,12,GB_SMOTE,0.607208773163424,0.7635355512067841,0.8,0.5958904109589042
label_slope,20,13,GB_SMOTE,0.5771076963785747,0.7476792613778915,0.6,0.5547945205479452
label_slope,20,14,GB_SMOTE,0.6211139701280556,0.7662953484871293,0.85,0.5616438356164384
label_slope,20,15,GB_SMOTE,0.6526240021531743,0.7695820161573586,0.9,0.589041095890411
label_slope,20,16,GB_SMOTE,0.6192966235227106,0.7674996236640073,0.75,0.5821917808219178
label_slope,20,17,GB_SMOTE,0.5925569666894273,0.7478297957750012,0.7,0.5616438356164384
label_slope,20,18,GB_SMOTE,0.6133571396971956,0.7615535149781725,0.8,0.5684931506849316
