행정동코드,자치구,행정동,전이확률_GB,전이확률_정규화,Avoidance,Shadow_Score,위험등급,dep_2025,dep_slope_annual
1120070,동작구,신대방2동,0.0049,0.24892509617560535,41.0,10.44,저위험,43.1,1.7500000000000009
1120069,동작구,신대방1동,0.0044,0.1923512106811496,41.0,10.39,저위험,44.5,-0.6300000000000011
1120066,동작구,사당4동,0.0038,0.12446254808780267,41.0,10.34,저위험,37.6,11.1
1120054,동작구,상도2동,0.0037,0.11314777098891153,41.0,10.33,저위험,45.1,0.7799999999999997
1120068,동작구,대방동,0.0035,0.09051821679112922,41.0,10.32,저위험,49.4,2.6700000000000004
1120065,동작구,사당3동,0.0035,0.09051821679112922,41.0,10.32,저위험,36.9,-0.0100000000000008
1121081,관악구,난곡동,0.0769,8.395564607377235,15.9,10.27,저위험,53.9,1.8
1106086,동대문구,답십리2동,0.0287,2.9418420457116996,31.5,10.08,저위험,55.5,1.1300000000000012
1121064,관악구,서원동,0.0719,7.829825752432678,15.9,9.85,저위험,53.4,-0.1800000000000011
1106082,동대문구,제기동,0.0251,2.534510070151618,31.5,9.78,저위험,74.3,-1.1199999999999988
1117062,구로구,고척2동,0.0159,1.4935505770536321,33.8,9.57,저위험,51.6,1.0299999999999998
1117068,구로구,오류2동,0.0156,1.4596062457569585,33.8,9.54,저위험,49.1,1.66
1106071,동대문구,회기동,0.0201,1.9687712152070607,31.5,9.35,저위험,,
1106081,동대문구,용신동,0.0181,1.7424756732292375,31.5,9.18,저위험,70.6,-0.7500000000000042
1117064,구로구,개봉2동,0.0085,0.6562570717356869,33.8,8.94,저위험,44.3,1.9699999999999989
1117051,구로구,신도림동,0.0067,0.4525910839556461,33.8,8.79,저위험,47.9,0.6899999999999998
1117061,구로구,고척1동,0.0063,0.4073319755600815,33.8,8.76,저위험,50.0,2.43
1117069,구로구,수궁동,0.0043,0.18103643358225843,33.8,8.59,저위험,37.9,0.5799999999999997
1117067,구로구,오류1동,0.0044,0.1923512106811496,33.8,8.59,저위험,45.4,1.1700000000000004
1117065,구로구,개봉3동,0.0039,0.1357773251866938,33.8,8.55,저위험,41.5,0.1
1117052,구로구,구로1동,0.0033,0.0678886625933469,33.8,8.5,저위험,32.7,0.4700000000000006
1121072,관악구,조원동,0.0537,5.770536320434488,15.9,8.3,저위험,53.4,-0.5899999999999999
1106090,동대문구,이문2동,0.0073,0.520479746548993,31.5,8.27,저위험,35.8,-1.240000000000002
1106091,동대문구,답십리1동,0.0053,0.29418420457116995,31.5,8.1,저위험,46.2,0.3100000000000001
1106073,동대문구,휘경2동,0.0047,0.22629554197782306,31.5,8.04,저위험,42.0,1.0299999999999998
1106084,동대문구,전농2동,0.0044,0.1923512106811496,31.5,8.02,저위험,38.5,0.55
1106072,동대문구,휘경1동,0.0034,0.07920343969223803,31.5,7.93,저위험,42.0,0.7099999999999997
1121069,관악구,신림동,0.0471,5.0237610319076715,15.9,7.74,저위험,,
1115057,양천구,신월1동,0.0495,5.29531568228106,14.1,7.5,저위험,55.4,0.8399999999999999
1121058,관악구,낙성대동,0.0384,4.039375424304141,15.9,7.0,저위험,,
1102057,중구,필동,0.0293,3.0097307083050464,18.5,6.88,저위험,,
1115059,양천구,신월3동,0.0385,4.050690201403032,14.1,6.56,저위험,49.4,-0.0700000000000002
1102067,중구,황학동,0.0204,2.002715546503734,18.5,6.13,저위험,,
1121073,관악구,대학동,0.0258,2.613713509843856,15.9,5.94,저위험,70.5,0.9600000000000009
1102070,중구,다산동,0.0168,1.5953835709436524,18.5,5.82,저위험,40.6,-4.0
1102073,중구,동화동,0.0099,0.814663951120163,18.5,5.24,저위험,,
1122057,서초구,반포1동,0.0643,6.96990269291695,0.0,5.23,저위험,49.8,0.1600000000000001
1102065,중구,신당5동,0.0085,0.6562570717356869,18.5,5.12,저위험,,
1102071,중구,약수동,0.0082,0.6223127404390134,18.5,5.09,저위험,44.0,1.69
1121062,관악구,인헌동,0.0141,1.2898845892735915,15.9,4.94,저위험,45.9,-1.2099999999999995
1121082,관악구,삼성동,0.0139,1.267255035075809,15.9,4.93,저위험,43.9,1.2500000000000009
1102072,중구,청구동,0.0056,0.3281285358678434,18.5,4.87,저위험,36.7,-1.8699999999999988
1121083,관악구,미성동,0.0127,1.1314777098891151,15.9,4.82,저위험,53.4,0.9699999999999996
1102068,중구,중림동,0.0049,0.24892509617560535,18.5,4.81,저위험,,
1115051,양천구,목1동,0.0154,1.4369766915591764,14.1,4.6,저위험,43.7,0.1100000000000001
1115063,양천구,신월7동,0.0149,1.3804028060647204,14.1,4.56,저위험,46.6,-1.0700000000000005
1115066,양천구,신정3동,0.0146,1.3464584747680473,14.1,4.53,저위험,50.9,1.6100000000000008
1121066,관악구,서림동,0.0083,0.6336275175379045,15.9,4.45,저위험,54.8,0.9599999999999994
1121061,관악구,중앙동,0.0077,0.5657388549445577,15.9,4.4,저위험,,
1121079,관악구,성현동,0.0071,0.49785019235121075,15.9,4.35,저위험,44.4,0.7499999999999986
1121071,관악구,난향동,0.0054,0.3054989816700611,15.9,4.2,저위험,31.7,1.9899999999999995
1121063,관악구,남현동,0.0049,0.24892509617560535,15.9,4.16,저위험,33.4,-1.8000000000000014
1121052,관악구,보라매동,0.0046,0.2149807648789319,15.9,4.14,저위험,54.3,2.2799999999999985
1121054,관악구,청림동,0.0033,0.0678886625933469,15.9,4.03,저위험,28.9,1.22
1115071,양천구,목5동,0.0085,0.6562570717356869,14.1,4.02,저위험,39.8,0.2899999999999991
1113073,서대문구,충현동,0.0226,2.251640642679339,9.0,3.94,저위험,50.8,0.6999999999999993
1115054,양천구,목4동,0.0052,0.2828694274722788,14.1,3.74,저위험,41.5,0.2199999999999995
1115052,양천구,목2동,0.0047,0.22629554197782306,14.1,3.69,저위험,45.7,1.060000000000001
1115061,양천구,신월5동,0.0044,0.1923512106811496,14.1,3.67,저위험,31.9,-2.7300000000000004
1115053,양천구,목3동,0.0043,0.18103643358225843,14.1,3.66,저위험,47.3,0.2699999999999981
1115062,양천구,신월6동,0.004,0.14709210228558497,14.1,3.64,저위험,32.5,-0.75
1115064,양천구,신정1동,0.004,0.14709210228558497,14.1,3.64,저위험,39.6,3.5
1115070,양천구,신정7동,0.0041,0.15840687938447617,14.1,3.64,저위험,43.5,1.3800000000000003
1113072,서대문구,북가좌2동,0.0189,1.8329938900203666,9.0,3.62,저위험,53.3,-0.7900000000000006
1115069,양천구,신정6동,0.0038,0.12446254808780267,14.1,3.62,저위험,31.2,0.8700000000000003
1115065,양천구,신정2동,0.0035,0.09051821679112922,14.1,3.59,저위험,39.5,1.75
1115060,양천구,신월4동,0.0035,0.09051821679112922,14.1,3.59,저위험,38.9,5.589999999999999
1115058,양천구,신월2동,0.0035,0.09051821679112922,14.1,3.59,저위험,41.1,2.150000000000001
1113070,서대문구,남가좌2동,0.0178,1.7085313419325638,9.0,3.53,저위험,47.1,0.2399999999999998
1113064,서대문구,홍제3동,0.0135,1.2219959266802445,9.0,3.17,저위험,45.2,-0.6399999999999985
1113068,서대문구,홍은2동,0.0073,0.520479746548993,9.0,2.64,저위험,46.8,1.14
1113066,서대문구,홍은1동,0.0047,0.22629554197782306,9.0,2.42,저위험,45.9,0.8599999999999988
1113052,서대문구,천연동,0.0042,0.16972165648336726,9.0,2.38,저위험,42.4,0.3999999999999986
1113062,서대문구,홍제1동,0.004,0.14709210228558497,9.0,2.36,저위험,42.2,-0.3
1113065,서대문구,홍제2동,0.0039,0.1357773251866938,9.0,2.35,저위험,30.6,2.020000000000001
1113074,서대문구,북아현동,0.0033,0.0678886625933469,9.0,2.3,저위험,43.0,5.399999999999999
1113069,서대문구,남가좌1동,0.0032,0.056573885494455765,9.0,2.29,저위험,34.8,
1113071,서대문구,북가좌1동,0.0032,0.056573885494455765,9.0,2.29,저위험,33.8,1.4499999999999993
1122060,서초구,반포4동,0.0241,2.4213622991627064,0.0,1.82,저위험,46.6,0.3600000000000009
1122054,서초구,서초4동,0.022,2.1837519800859924,0.0,1.64,저위험,46.3,1.2699999999999996
1122063,서초구,방배2동,0.0138,1.2559402579769179,0.0,0.94,저위험,45.4,3.0100000000000007
1122055,서초구,잠원동,0.0136,1.2333107037791355,0.0,0.92,저위험,50.8,1.1399999999999992
1122065,서초구,방배4동,0.0112,0.9617560534057481,0.0,0.72,저위험,44.2,2.5200000000000005
1122064,서초구,방배3동,0.0046,0.2149807648789319,0.0,0.16,저위험,30.9,-1.3400000000000003
1122062,서초구,방배1동,0.0041,0.15840687938447617,0.0,0.12,저위험,35.2,-0.3899999999999998
1122061,서초구,방배본동,0.0039,0.1357773251866938,0.0,0.1,저위험,42.4,2.249999999999999
1122058,서초구,반포2동,0.0038,0.12446254808780267,0.0,0.09,저위험,28.8,3.810000000000001
1122059,서초구,반포3동,0.0033,0.0678886625933469,0.0,0.05,저위험,36.9,1.689999999999999
1122068,서초구,내곡동,0.0028,0.011314777098891133,0.0,0.01,저위험,36.0,1.4000000000000008
1122056,서초구,반포본동,0.0028,0.011314777098891133,0.0,0.01,저위험,,
